"1531","0012","C"
"1532","0012","C"
"1533","0012","C"
"1534","0012","C"
"1535","0012","A2"
"1536","0012","A2"
"1537","0012","A2"
"1538","0012","A2"
"1539","0012","A2"
"154","0018","A1"
"1540","0012","A2"
"1541","0012","A2"
"1542","0012","A2"
"1543","0012","A1"
"1544","0012","A1"
"1545","0012","A1"
"1546","0012","A1"
"1547","0012","A1"
"1548","0012","A1"
"155","0018","A1"
"155","0050",
"1553","0022","A1"
"1554","0022","A1"
"156","0018","A1"
"157","0018","A1"
"157","0050",
"158","0018","C"
"159","0018","C"
"159","0050",
"16","0012","A2"
"16","0017","C"
"16","0020","A1"
"16","0020","A2"
"16","0022","C"
"16","0030","C"
"16","0047","MB"
"160","0018","C"
"1601","0012","A2"
"1602","0012","A2"
"1603","0012","A2"
"1604","0012","A2"
"1605","0012","A2"
"1606","0012","A2"
"1607","0012","A2"
"1608","0012","A2"
"1609","0012","A2"
"161","0018","C"
"161","0050",
"1610","0012","A2"
"1612","0012","A2"
"1614","0012","A2"
"1615","0012","A2"
"1616","0012","A2"
"1617","0012","A2"
"1618","0012","A2"
"1619","0012","A2"
"162","0018","C"
"163","0018","C"
"163","0050",
"164","0018","C"
"164","0047","MB"
"165","0018","C"
"165","0050",
"166","0018","C"
"167","0018","C"
"167","0050",
"168","0018","C"
"169","0050",
"17","0012","A2"
"17","0017","C"
"17","0020","A1"
"17","0020","A2"
"17","0022","C"
"17","0030","C"
"17","0047","MA"
"17","0047","MB"
"1701","0012","A2"
"1701","0199","A1"
"1702","0012","A2"
"1702","0199","KP"
"1703","0012","C"
"1703","0199","MA"
"1704","0012","C"
"1704","0199","KP"
"1705","0199","C"
"1706","0199","B"
"1707","0199","KP"
"1708","0199","B"
"1709","0199","MB"
"171","0050",
"173","0036","MB"
"173","0050",
"174","0036","MB"
"175","0036","MB"
"175","0050",
"176","0036","MB"
"177","0036","MB"
"177","0050",
"178","0036","MB"
"179","0050",
"18","0012","A2"
"18","0017","C"
"18","0020","A1"
"18","0022","C"
"18","0030","C"
"18","0047","MB"
"1801","0012","A2"
"1802","0012","A2"
"1803","0012","A2"
"1804","0012","A2"
"1805","0012","A2"
"1806","0012","A2"
"1807","0012","A2"
"1808","0012","A2"
"1809","0012","A2"
"181","0050",
"1810","0012","A2"
"1811","0012","A2"
"1812","0012","A2"
"1813","0012","A2"
"1814","0012","A2"
"1815","0012","A2"
"1816","0012","C"
"1817","0012","C"
"1818","0012","C"
"1819","0012","C"
"1820","0012","C"
"1821","0012","C"
"1822","0012","C"
"1823","0012","C"
"1824","0012","C"
"1825","0012","C"
"1826","0012","C"
"1827","0012","C"
"1828","0012","C"
"1829","0012","C"
"183","0050",
"1830","0012","C"
"1831","0012","C"
"1832","0012","C"
"1833","0012","C"
"1834","0012","C"
"1835","0012","C"
"1836","0012","C"
"1837","0012","C"
"1838","0012","C"
"19","0012","A2"
"19","0017","A1"
"19","0020","A1"
"19","0030","C"
"19","0047","MB"
"1900","0012","C"
"1901","0012","A2"
"1902","0012","A2"
"1903","0012","A2"
"1904","0012","C"
"1905","0012","C"
"1906","0012","A2"
"1907","0012","A2"
"1908","0012","A2"
"1909","0012","A2"
"1910","0012","A2"
"1911","0012","A2"
"1912","0012","A2"
"1913","0012","C"
"1914","0012","C"
"1915","0012","C"
"1916","0012","C"
"1917","0012","C"
"1918","0012","C"
"1919","0012","C"
"1920","0012","A2"
"1921","0012","A2"
"1922","0012","A2"
"1923","0012","A2"
"1924","0012","A2"
"1925","0012","A2"
"1926","0012","A2"
"1927","0012","A2"
"1928","0012","A2"
"1929","0012","A2"
"1930","0012","A2"
"1931","0012","A2"
"1932","0012","A2"
"1933","0012","A2"
"1936","0012","C"
"2","0012","C"
"2","0022","C"
"2","0054","MB"
"2","0060","LA"
"2","0199","A1"
"20","0012","A2"
"20","0017","A1"
"20","0022","A2"
"20","0030","C"
"20","0047","MB"
"200","0018","MA"
"200","0064","A2"
"201","0050",
"201","0064","A2"
"203","0050",
"203","0064","A2"
"204","0064","MB"
"205","0050",
"205","0064","MB"
"206","0064","MB"
"207","0050",
"207","0064","MB"
"209","0050",
"21","0012","A2"
"21","0017","A1"
"21","0021","A2"
"21","0030","C"
"211","0018","A1"
"211","0050",
"212","0018","A1"
"213","0018","A1"
"213","0050",
"214","0018","A1"
"215","0018","A1"
"215","0050",
"216","0018","A1"
"217","0018","A1"
"217","0050",
"218","0018","A1"
"219","0018","A1"
"219","0050",
"22","0012","A2"
"22","0017","A1"
"22","0022","A1"
"22","0030","C"
"22","0036","A2"
"220","0018","A1"
"2201","0012","D"
"2202","0012","D"
"2203","0012","D"
"2204","0012","D"
"2205","0012","D"
"2206","0012","D"
"2207","0012","D"
"2208","0012","D"
"2209","0012","D"
"221","0018","A1"
"221","0050",
"2210","0012","D"
"2211","0012","D"
"2212","0012","D"
"2213","0012","D"
"2214","0012","D"
"2215","0012","D"
"2216","0012","D"
"2217","0012","D"
"2218","0012","D"
"2219","0012","D"
"222","0018","A1"
"2220","0012","A2"
"2221","0012","A2"
"2222","0012","A2"
"2223","0012","A2"
"2224","0012","A2"
"2225","0012","A2"
"2226","0012","A2"
"2227","0012","A2"
"2228","0012","A1"
"2229","0012","A1"
"223","0018","A1"
"223","0050",
"2230","0012","A1"
"2231","0012","A1"
"2232","0012","A1"
"2233","0012","A1"
"2234","0012","A1"
"2235","0012","A1"
"2236","0012","A1"
"2237","0012","A1"
"2238","0012","A1"
"2239","0012","A1"
"224","0018","A1"
"2240","0012","A1"
"2241","0012","A1"
"2242","0012","A1"
"2243","0012","A1"
"2244","0012","A1"
"2245","0012","A1"
"2246","0012","A1"
"2247","0012","A1"
"2248","0012","A1"
"2249","0012","A1"
"225","0018","A1"
"2250","0012","A1"
"2251","0012","A1"
"2252","0012","A1"
"2253","0012","A1"
"2254","0012","A1"
"2255","0012","A1"
"2256","0012","A1"
"2257","0012","A1"
"2258","0012","A1"
"2259","0012","A1"
"226","0018","A1"
"2260","0012","A1"
"2261","0012","A1"
"227","0018","A1"
"228","0018","A1"
"229","0018","A1"
"23","0012","A2"
"23","0017","A1"
"23","0020","A2"
"23","0021","MB"
"23","0022","A1"
"23","0030","C"
"230","0018","A1"
"231","0018","A1"
"232","0018","A1"
"233","0018","A1"
"234","0018","A1"
"235","0018","A1"
"236","0018","A1"
"236","0047","MB"
"237","0018","A1"
